UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Product ID,Type_H,Type_L,Type_M
0.7110068600620585,0.2975113973079973,0.2658560531825208,-0.16051361815615603,0.28219975602413067,0.2521407222974419,H36466,1,0,0
-1.4173371829202983,-2.2522863177015635,-2.6323820278561696,1.579828153825475,-1.5736582102856609,0.880567969596194,M15768,0,0,1
0.5263702430520331,0.5474915654461884,0.0636533963658965,-0.6792693386506806,0.6934980080171117,-1.1461099029422814,L53699,0,1,0
-0.32891645000191205,0.8974638008396503,0.5354595956047504,-0.4617266171529768,0.663403013968845,-1.1461099029422814,L51230,0,1,0
-0.5149387076649208,0.9474598344672714,0.737662252421413,-0.6792693386506806,1.255271230251427,0.9905427378734756,M18373,0,0,1
1.2704592737040679,-1.252365645148799,-0.8125581165062826,-0.4673046356529179,0.6132446905550669,0.6134863894942243,M23527,0,0,1
-1.0685021485317512,-1.0023854770106078,-1.5539678581673662,-0.2609179511550963,-0.12909849596884967,1.4775738545300083,L49095,0,1,0
-1.2077590341565734,-0.9523894433829583,-0.8799590021118496,0.1630114548404292,-0.7109350475686768,-1.5388769325040015,L48693,0,1,0
-0.5686322829680238,0.7474756999567299,0.40065782439365477,-0.09357739615686254,-0.33976345430671806,1.4775738545300083,L50538,0,1,0
-0.5208276804400999,0.9474598344672714,0.602860481210279,-1.2816953366443222,0.8038463195274238,0.2521407222974419,L50676,0,1,0
1.4353505114090812,-1.2023696115211493,-1.0147607733229451,-0.4840386911527413,0.2621364266586198,0.12645527283769148,L56323,0,1,0
-0.46089872219857186,1.1974400026054626,1.209468451660267,-0.4115244506535067,0.021376474272484798,0.5506436647643491,L50849,0,1,0
0.9645790995580034,0.14752329642507697,1.0072657948436043,-0.7573615976498564,2.0176777461408553,-0.784764235745499,L54964,0,1,0
-1.2988649070902256,-1.3523577124040698,-0.8799590021118496,0.05702910334154783,-0.38992177772049624,1.7289447534495093,L48430,0,1,0
0.15571136837899893,1.5474122379989528,1.8834773077157834,4.407883533295625,-2.496571361099179,0.07932322929028508,L52629,0,1,0
0.45639539007637614,0.44749949819088924,0.19845516757699214,-1.2147591146450287,0.8840996369894685,0.6606184330416307,L53497,0,1,0
-0.3441584971847284,1.0474519017225707,0.8050631380269416,-0.2609179511550963,0.5028963790447548,0.8491466072312563,L51186,0,1,0
0.24231390919045548,1.1974400026054626,1.2768693372657955,1.8308389863228256,-1.4131515753615709,0.2050086787500355,L52879,0,1,0
-1.469991527733664,-1.6023378805422608,-1.3517652013507035,0.2522597508394872,0.04143980363799563,1.8703408840917284,L47936,0,1,0
-1.4540566602243559,-1.5523418469146397,-1.4865669725617991,0.17974551034025257,-0.5002700892308083,-0.09349426371687174,L47982,0,1,0
1.1575295604859286,-0.6024172079894964,-0.20595014605633308,1.183788840329655,-1.0419799820996123,0.8177252448663187,L55521,0,1,0
1.6643276293145723,-0.8024013425000663,-0.61035545968962,-0.4003684136536244,0.252104761975864,0.48780094003447394,L56984,0,1,0
-0.8661986131961886,-0.452429107106576,-0.7451572309007539,-1.192447040645264,0.8439729782584461,1.7603661158144468,M17359,0,0,1
-0.9261275714377166,-0.3024410062236841,-0.8799590021118496,-0.2888080436548019,1.265302894934183,1.5247058980774149,M17186,0,0,1
1.4547494805508476,-1.0523815106382575,-0.8125581165062826,0.41402228733777985,-0.8614100178100111,-0.8004749169279678,L56379,0,1,0
-0.6981896840219629,0.2975113973079973,-0.20595014605633308,0.5590507683362491,-0.9617266646375675,0.2050086787500355,L50164,0,1,0
1.1010647038768588,-0.15245290534076375,0.8050631380269416,-1.0418405411468539,1.2151445715204048,1.0690961437858195,L55358,0,1,0
1.3508264315770997,-1.3523577124040698,-1.0147607733229451,0.9550900818320689,-1.2325816110719694,0.4720902588520051,M23759,0,0,1
1.0664236875522763,0.14752329642507697,1.1420675660547,0.17974551034025257,-0.8814733471755224,0.2364300411149731,L55258,0,1,0
-1.5908886747064572,-1.3023616787764485,-1.0147607733229451,0.3415080468385452,0.21197810324484165,1.2890456803403827,M15267,0,0,1
0.5554686967646825,0.7474756999567299,0.40065782439365477,-0.7573615976498564,0.7436563314308898,-1.1618205841247502,M21463,0,0,1
0.03481422140620554,2.0973686079029563,2.3552835069546374,-0.5677089686518582,0.723593002065379,-0.09349426371687174,M19960,0,0,1
-0.22880391282386828,0.8474677672120007,-0.07114837484523745,-0.08242135915698029,0.663403013968845,-0.062072901351934134,L51519,0,1,0
1.2022164715446402,-0.652413241617146,-0.07114837484523745,-0.4171024691534478,-0.1993201487481394,-0.5333933368259982,L55650,0,1,0
0.4428853937097889,0.5974875990738095,0.4680587099991834,0.1630114548404292,-0.16922515469987276,-0.9261603663877183,L53458,0,1,0
0.6732481522682634,0.3475074309356185,0.8724640236325086,-0.09357739615686254,-0.48020675986529676,-0.941871047570187,L54123,0,1,0
-0.5558151069279282,0.6974796663290803,0.33325693878808776,0.6036749163357781,-0.6708083888376544,-0.36057584381884134,L50575,0,1,0
0.20351597090692294,1.2474360362331123,1.2768693372657955,-0.32227615465444864,0.2922314207068864,-0.8790283228403118,L52767,0,1,0
1.0376716440028726,0.49749553181853884,1.4790719940824582,1.3232393028281833,-1.1222332995616573,0.4720902588520051,L55175,0,1,0
-0.05248113973174268,1.7473963725094943,1.3442702228713626,-0.7908297086495032,1.2953978889824496,-0.4391292497311854,H34262,1,0,0
-0.12314881303389125,1.597408271626574,0.9398649092380373,-0.13820154415639155,0.12169312110004112,1.917472927639135,L51824,0,1,0
0.6098550923942772,0.7474756999567299,0.602860481210279,-0.4896167096526824,0.06150313300350718,-1.6959837443286896,L53940,0,1,0
0.8232437529537062,-0.2524449725960345,-0.003747489239670474,-0.32227615465444864,0.312294750072398,-0.28202243790649734,L54556,0,1,0
-0.33896234473604103,1.0474519017225707,0.602860481210279,-0.4840386911527413,0.252104761975864,1.4147311298001333,H33435,1,0,0
-0.7362948019790038,0.2975113973079973,-0.3407519172674287,-0.37805633965385993,0.964352954451514,-1.2403739900370943,L50054,0,1,0
-0.5845671504773319,0.6974796663290803,0.2658560531825208,0.5590507683362491,-1.112201634878902,-0.21917971317662216,L50492,0,1,0
1.1215029035083626,-0.452429107106576,0.40065782439365477,1.4347996728270056,-1.403119910678815,-0.28202243790649734,L55417,0,1,0
1.6244904605413024,-0.5024251407342256,0.0636533963658965,-0.9860603561474425,1.9574877580443213,-0.9732924099351247,L56869,0,1,0
1.0092660106167148,0.3475074309356185,1.4116711084769296,-0.8019857456493854,0.1919147738793301,0.7705932013189124,L55093,0,1,0
-0.40581950624248553,1.1474439689778415,0.5354595956047504,1.2451470438290075,-1.2225499463892138,0.2992727658448483,M18688,0,0,1
-1.0799336839188636,-1.0023854770106078,-1.6213687437728947,0.23552569533966383,0.3423897441206646,0.07932322929028508,M16742,0,0,1
-0.11691343009546637,1.6474043052542235,0.8050631380269416,0.3805541763381331,-0.8313150237617443,-1.1618205841247502,H34076,1,0,0
1.1987523699121818,-0.652413241617146,-0.07114837484523745,-0.9302801711480313,1.4759678532720513,-1.0047137723000623,L55640,0,1,0
1.218497749217194,-0.8523973761276875,-0.27335103166186175,-0.38921237665374214,1.4859995179548064,1.3047563615228517,M23377,0,0,1
0.488611535258238,0.19751933005269812,0.0636533963658965,0.029139010841842207,0.1919147738793301,1.19478159324557,L53590,0,1,0
1.1959810886062152,-0.7024092752447672,-0.003747489239670474,-0.1493575811562738,-0.24947847216191754,-1.2717953524020318,M23312,0,0,1
1.5524371465861706,-0.5524211743618752,-0.27335103166186175,-0.9693263006476192,1.0947645953273368,1.179070912063101,L56661,0,1,0
-1.3813105259427323,-1.9523101159357228,-1.958373171800653,-0.5900210426516227,-0.14916182533436123,-1.4760342077741262,M15872,0,0,1
-0.3195633755942748,0.997455868094921,0.33325693878808776,0.5367386943364846,-0.018750184458538297,-0.14062630726427813,L51257,0,1,0
-0.28804005073890454,1.0974479353501918,0.40065782439365477,0.5200046388366611,-0.9516949999548118,0.2207193599325043,L51348,0,1,0
1.2198833898701773,-0.8024013425000663,-0.3407519172674287,-0.9079680971482668,1.0446062719135587,1.4775738545300083,L55701,0,1,0
0.6774050742272133,0.3475074309356185,0.8050631380269416,-0.7796736716496209,0.793814654844668,-0.4391292497311854,L54135,0,1,0
0.008487048999522745,1.9473805070200358,2.085679964532446,0.5590507683362491,-1.1021699701961463,-0.20346903199415334,L52204,0,1,0
-1.2919367038253091,-1.0023854770106078,-0.4081528028729957,-1.4657699471423793,2.5995142977406824,-0.9104496852052494,M16130,0,0,1
0.7317914698568081,0.44749949819088924,0.2658560531825208,-0.6234891536512694,0.7035296726998674,-0.6747894674682174,L54292,0,1,0
0.12973060613556195,1.4474201707436536,1.5464728796880252,-0.13262352565645041,0.08156646236901802,1.179070912063101,L52554,0,1,0
-0.5970379163541816,0.6474836327014591,-0.003747489239670474,-0.562130950151917,0.0915981270517738,-1.5860089760514078,L50456,0,1,0
-1.3296954116191042,-1.50234581328699,-1.4865669725617991,-1.2426492071447344,2.128026057651167,1.4461524921650708,L48341,0,1,0
1.414219491451086,-1.4023537460317193,-1.4191660869562706,-1.2816953366443222,0.964352954451514,0.9277000131436004,L56262,0,1,0
0.8242829834434436,-0.20244893896838492,0.0636533963658965,-1.0139504486471482,0.8740679723067134,-0.18775835081168454,M22239,0,0,1
1.4692987074071722,-0.9523894433829583,-0.8799590021118496,0.8044835823336586,-1.0921383055133904,0.8334359260487876,L56421,0,1,0
0.7636612048754241,-0.10245687171311416,-0.27335103166186175,-0.07126532215709803,0.17185144451381926,-0.36057584381884134,L54384,0,1,0
0.4744087185651591,-0.002464804457843392,-0.3407519172674287,1.351129395327889,-1.5134682221891271,-0.5962360615558734,H35783,1,0,0
-0.03412140107971389,1.797392406137144,1.5464728796880252,0.5088486018367789,-0.7610933709824549,1.8074981593618533,M19761,0,0,1
-0.7331771105097914,0.2975113973079973,-0.3407519172674287,-0.5677089686518582,0.0013131449069732513,-0.8318962792929054,L50063,0,1,0
-0.6368750851274516,0.19751933005269812,-0.1385492604507661,-1.2538052441446166,2.318627686623524,0.5977757083117555,L50341,0,1,0
0.7394124934482162,0.2475153636803477,-0.003747489239670474,-0.740627542150033,1.024542942548048,0.1735873163850979,M21994,0,0,1
-0.7851386349966653,-0.15245290534076375,-0.5429545740840913,-0.651379246150975,0.04143980363799563,0.5035116212169427,L49913,0,1,0
-0.24716365147589706,0.8474677672120007,-0.07114837484523745,-0.5844430241516816,0.793814654844668,1.273334999157914,M19146,0,0,1
